Категория1;Категория2;Категория3;Категория4;Адрес_подраздела;Идентификатор_подраздела
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;"Металовироби будівельного призначення, загальне";;https://prom.ua/ua/Metalloizdeliya-stroitelnogo-naznacheniya-obschee;421410
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Металоконструкції та промислові будівлі з лмк;Битовки;https://prom.ua/ua/Bytovki;420901
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Металоконструкції та промислові будівлі з лмк;Комплектуючі для металоконструкцій з лмк;https://prom.ua/ua/Komplektuyuschie-dlya-metallokonstruktsij-iz-lmk;420905
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Металоконструкції та промислові будівлі з лмк;Металеві опори леп;https://prom.ua/ua/Metallicheskie-opory-lep;420906
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Металоконструкції та промислові будівлі з лмк;"Металоконструкції та промислові будівлі, загальне";https://prom.ua/ua/Drugie-metallokonstruktsii-i-promzdaniya;420903
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Наконечники для паль;;https://prom.ua/ua/Nakonechniki-dlya-svaj;421409
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Профілі металеві;;https://prom.ua/ua/Profili-metallicheskie;421412
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Ревізійні люки;;https://prom.ua/ua/Revizionnye-lyuki;421406
"Вироби з металу, пластику, гуми";Металовироби будівельного призначення;Фундаментні палі;;https://prom.ua/ua/Vintovye-fundamentnye-svai;421407
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;"Вали металеві, гумові";;https://prom.ua/ua/Rezinovye-valy;801206
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Гнуті металовироби;;https://prom.ua/ua/Gnutye-metalloizdeliya;421008
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Дріт;;https://prom.ua/ua/Provoloka;421002
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Закладні деталі;;https://prom.ua/ua/Zakladnye-detali;421009
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Металевий шріт;;https://prom.ua/ua/Drob-chugunnaya-i-stalnaya-kolotaya-i-litaya;421003
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;"Металовироби промислового призначення, загальне";;https://prom.ua/ua/Drugie-metalloizdeliya-promyshlennogo-naznacheniya;421006
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Пружини і амортизатори;;https://prom.ua/ua/Pruzhiny-ressory;1466
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Тиглі;;https://prom.ua/ua/Tigli;920
"Вироби з металу, пластику, гуми";Металовироби промислового призначення;Траверси;;https://prom.ua/ua/Traversy;42020201
"Вироби з металу, пластику, гуми";Металопрокат;"Металопрокат, загальне";;https://prom.ua/ua/Drugoj-metalloprokat;420806
"Вироби з металу, пластику, гуми";Металопрокат;Плоский прокат;Жерсть;https://prom.ua/ua/Zhest;420822
"Вироби з металу, пластику, гуми";Металопрокат;Плоский прокат;"Плоский прокат, загальне";https://prom.ua/ua/Ploskij-prokat-obschee;420833
"Вироби з металу, пластику, гуми";Металопрокат;Плоский прокат;Рулонний прокат;https://prom.ua/ua/Rulonnyj-prokat;420813
